Event	ID	Name			Wwise Object Path	Notes
	113527723	fs_char_rightfootwalk			\Default Work Unit\character_locomotion\footsteps\fs_char_rightfootwalk	
	563057831	Play_SeaDeath			\Default Work Unit\Play_SeaDeath	
	569793762	fs_char_leftfootwalk			\Default Work Unit\character_locomotion\footsteps\fs_char_leftfootwalk	
	904669703	fs_char_rightfootrun			\Default Work Unit\character_locomotion\footsteps\fs_char_rightfootrun	
	1356286463	amb_lake			\Default Work Unit\ambiences\amb_lake	
	2879234822	Play_NPC_LifeCoach			\Default Work Unit\Play_NPC_LifeCoach	
	3778170452	fs_char_leftfootrun			\Default Work Unit\character_locomotion\footsteps\fs_char_leftfootrun	
	3948925255	Play_Splash			\Default Work Unit\Play_Splash	

Switch Group	ID	Name			Wwise Object Path	Notes
	3539622648	Ground_Material			\Default Work Unit\Ground_Material	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Ground_Material			
	841620460	Concrete	Ground_Material			
	2058049674	Wood	Ground_Material			
	2144363834	Rock	Ground_Material			
	2195636714	Dirt	Ground_Material			
	4248645337	Grass	Ground_Material			

State Group	ID	Name			Wwise Object Path	Notes
	2654748154	Water			\Default Work Unit\Water	

State	ID	Name	State Group			Notes
	748895195	None	Water			
	2213237662	Underwater	Water			
	3216443627	NotUnderwater	Water			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	55524489	FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 03_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 03_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkWood\Walk Right Foot\Right Toe\FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 03_FE_Apocalypse		26480
	56352096	FEETHmn-WOOD_Footsteps Running Left Foot Trainers 26_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Running Left Foot Trainers 26_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Run\RunWood\Left Foot\FEETHmn-WOOD_Footsteps Running Left Foot Trainers 26_FE_Apocalypse		27368
	58054829	FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 09_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 09_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkWood\Walk Left Foot\Left Heel\FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 09_FE_Apocalypse		27922
	58322007	FEETHmn-WOOD_Footsteps Walking Left Toe Trainers 21_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Left Toe Trainers 21_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkWood\Walk Left Foot\Left Toe\FEETHmn-WOOD_Footsteps Walking Left Toe Trainers 21_FE_Apocalypse		22286
	70235283	FEETHmn-CONCRETE_Footsteps Run Left Trainers 06_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-CONCRETE_Footsteps Run Left Trainers 06_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Run\RunConcrete\Left Foot\FEETHmn-CONCRETE_Footsteps Run Left Trainers 06_FE_Apocalypse		28416
	72664579	FEETHmn-WOOD_Footsteps Running Right Foot Trainers 14_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Running Right Foot Trainers 14_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Run\RunWood\Right Foot\FEETHmn-WOOD_Footsteps Running Right Foot Trainers 14_FE_Apocalypse		31100
	73382122	FEETHmn-WOOD_Footsteps Running Right Foot Trainers 10_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Running Right Foot Trainers 10_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Run\RunWood\Right Foot\FEETHmn-WOOD_Footsteps Running Right Foot Trainers 10_FE_Apocalypse		32368
	74778485	FEETHmn-WOOD_Footsteps Running Left Foot Trainers 16_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Running Left Foot Trainers 16_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Run\RunWood\Left Foot\FEETHmn-WOOD_Footsteps Running Left Foot Trainers 16_FE_Apocalypse		28418
	76552830	FEETHmn-CONCRETE_Footsteps Left Toe Trainers 06_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-CONCRETE_Footsteps Left Toe Trainers 06_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkConcrete\Walk Left Foot\Left Toe\FEETHmn-CONCRETE_Footsteps Left Toe Trainers 06_FE_Apocalypse		26778
	78106109	FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 16_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 16_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkWood\Walk Right Foot\Right Heel\FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 16_FE_Apocalypse		29604
	82668081	FEETHmn-CONCRETE_Footsteps Run Right Trainers 01_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-CONCRETE_Footsteps Run Right Trainers 01_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Run\RunConcrete\Right Foot\FEETHmn-CONCRETE_Footsteps Run Right Trainers 01_FE_Apocalypse		23126
	85241918	FEETHmn-WOOD_Footsteps Walking Left Toe Trainers 09_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Left Toe Trainers 09_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkWood\Walk Left Foot\Left Toe\FEETHmn-WOOD_Footsteps Walking Left Toe Trainers 09_FE_Apocalypse		22290
	95012233	FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 15_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 15_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkWood\Walk Right Foot\Right Toe\FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 15_FE_Apocalypse		26442
	99282907	FEETHmn-WOOD_Footsteps Running Right Foot Trainers 23_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Running Right Foot Trainers 23_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Run\RunWood\Right Foot\FEETHmn-WOOD_Footsteps Running Right Foot Trainers 23_FE_Apocalypse		28316
	101383517	FEETHmn-CONCRETE_Footsteps Right Heel Trainers 07_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-CONCRETE_Footsteps Right Heel Trainers 07_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkConcrete\Walk Right Foot\Right Heel\FEETHmn-CONCRETE_Footsteps Right Heel Trainers 07_FE_Apocalypse		30704
	102501114	FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 13_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 13_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkWood\Walk Left Foot\Left Heel\FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 13_FE_Apocalypse		21248
	108729598	FEETHmn-CONCRETE_Footsteps Left Toe Trainers 02_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-CONCRETE_Footsteps Left Toe Trainers 02_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkConcrete\Walk Left Foot\Left Toe\FEETHmn-CONCRETE_Footsteps Left Toe Trainers 02_FE_Apocalypse		27804
	109689812	FE_99_Sand_Footsteps_Light_06	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FE_99_Sand_Footsteps_Light_06_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkSand\Walk Left Foot\FE_99_Sand_Footsteps_Light_06		38074
	117462911	FEETHmn-WOOD_Footsteps Running Left Foot Trainers 02_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Running Left Foot Trainers 02_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Run\RunWood\Left Foot\FEETHmn-WOOD_Footsteps Running Left Foot Trainers 02_FE_Apocalypse		32434
	118576476	FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 11_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 11_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkWood\Walk Right Foot\Right Toe\FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 11_FE_Apocalypse		26500
	120336457	FE_101_Sand_Footsteps_Light_08	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FE_101_Sand_Footsteps_Light_08_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkSand\Walk Right Foot\FE_101_Sand_Footsteps_Light_08		40032
	123972795	FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 10_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 10_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkWood\Walk Right Foot\Right Heel\FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 10_FE_Apocalypse		29610
	125477675	FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 21_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 21_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkWood\Walk Right Foot\Right Heel\FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 21_FE_Apocalypse		25154
	130890243	FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 29_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 29_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkWood\Walk Left Foot\Left Heel\FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 29_FE_Apocalypse		28706
	143366702	FEETHmn-CONCRETE_Footsteps Run Left Trainers 01_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-CONCRETE_Footsteps Run Left Trainers 01_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Run\RunConcrete\Left Foot\FEETHmn-CONCRETE_Footsteps Run Left Trainers 01_FE_Apocalypse		27680
	153620924	FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 06_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 06_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkWood\Walk Right Foot\Right Toe\FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 06_FE_Apocalypse		26466
	157868637	FEETHmn-WOOD_Footsteps Running Right Foot Trainers 21_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Running Right Foot Trainers 21_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Run\RunWood\Right Foot\FEETHmn-WOOD_Footsteps Running Right Foot Trainers 21_FE_Apocalypse		26636
	163469839	FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 02_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 02_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkWood\Walk Right Foot\Right Toe\FEETHmn-WOOD_Footsteps Walking Right Toe Trainers 02_FE_Apocalypse		26678
	163902209	FE_97_Sand_Footsteps_Light_04	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FE_97_Sand_Footsteps_Light_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkSand\Walk Left Foot\FE_97_Sand_Footsteps_Light_04		30852
	176441124	FEETHmn-WOOD_Footsteps Running Left Foot Trainers 17_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Running Left Foot Trainers 17_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Run\RunWood\Left Foot\FEETHmn-WOOD_Footsteps Running Left Foot Trainers 17_FE_Apocalypse		32424
	177103375	FE_83_Sand_Footsteps_13	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FE_83_Sand_Footsteps_13_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Run\RunSand\Right Foot\FE_83_Sand_Footsteps_13		69128
	182517073	FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 06_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 06_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkWood\Walk Right Foot\Right Heel\FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 06_FE_Apocalypse		29590
	189461355	FE_89_Sand_Footsteps_19	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FE_89_Sand_Footsteps_19_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Run\RunSand\Right Foot\FE_89_Sand_Footsteps_19		29314
	193333864	FEETHmn-CONCRETE_Footsteps Left Toe Trainers 09_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-CONCRETE_Footsteps Left Toe Trainers 09_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkConcrete\Walk Left Foot\Left Toe\FEETHmn-CONCRETE_Footsteps Left Toe Trainers 09_FE_Apocalypse		26786
	202640581	FEETHmn-WOOD_Footsteps Running Left Foot Trainers 08_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Running Left Foot Trainers 08_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Run\RunWood\Left Foot\FEETHmn-WOOD_Footsteps Running Left Foot Trainers 08_FE_Apocalypse		35700
	208021068	FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 14_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 14_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkWood\Walk Left Foot\Left Heel\FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 14_FE_Apocalypse		29608
	208385235	FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 22_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 22_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkWood\Walk Left Foot\Left Heel\FEETHmn-WOOD_Footsteps Walking Left Heel Trainers 22_FE_Apocalypse		20846
	210151001	FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 29_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 29_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Right_Walk\WalkWood\Walk Right Foot\Right Heel\FEETHmn-WOOD_Footsteps Walking Right Heel Trainers 29_FE_Apocalypse		23654
	213788102	FEETHmn-WOOD_Footsteps Walking Left Toe Trainers 13_FE_Apocalypse	C:\Users\Fraser\Documents\GitHub\Apocalypse\Wwise\Apocalypse²\.cache\Windows\SFX\FEETHmn-WOOD_Footsteps Walking Left Toe Trainers 13_FE_Apocalypse_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\char_locomotion\footsteps\Footsteps_Left_Walk\WalkWood\Walk Left Foot\Left Toe\FEETHmn-WOOD_Footsteps Walking Left Toe Trainers 13_FE_Apocalypse		22252
